,trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix
3004,categorical,41200,both_sexes,X654,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X65.4 Delivery of a fraction of external beam radiotherapy NEC,Health-related outcomes > Hospital inpatient > Summary Operations,1399.0,765.0,634.0,EUR,1.0,,,,,1276.0,,,,,,419255.0,,,,,,0.056378,,,,,,1.0105,,categorical-41200-both_sexes-X654.tsv.bgz,categorical-41200-both_sexes-X654.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X654.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X654.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X654.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X654.tsv.bgz.tbi,539553933.0,1751679.0,b5bdb1f5a053772daccc6ef819f019a6,98821f3f93a96cbeeb0132800019bfce
3018,categorical,41200,both_sexes,X704,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X70.4 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 4,Health-related outcomes > Hospital inpatient > Summary Operations,1073.0,556.0,517.0,EUR,1.0,,,,,955.0,,,,,,419576.0,,,,,,0.17186,,,,,,0.98942,,categorical-41200-both_sexes-X704.tsv.bgz,categorical-41200-both_sexes-X704.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X704.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X704.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X704.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X704.tsv.bgz.tbi,536892878.0,1751723.0,e8bec87ee2128160b7493f7a533ca6e2,eb200d689dd369a99df983406d68dfe4
3020,categorical,41200,both_sexes,X708,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X70.8 Other specified procurement of drugs for chemotherapy for neoplasm in Bands 1-5,Health-related outcomes > Hospital inpatient > Summary Operations,1312.0,714.0,598.0,EUR,1.0,,,,,1174.0,,,,,,419357.0,,,,,,0.11128,,,,,,1.0276,,categorical-41200-both_sexes-X708.tsv.bgz,categorical-41200-both_sexes-X708.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X708.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X708.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X708.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X708.tsv.bgz.tbi,538868891.0,1751719.0,a6783f322481470319af0da39b7dbfe1,09708771c7afbe9ecbe5151a6e26bf49
3023,categorical,41200,both_sexes,X713,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X71.3 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 8,Health-related outcomes > Hospital inpatient > Summary Operations,2072.0,1606.0,466.0,EUR,1.0,,,,,1824.0,,,,,,418707.0,,,,,,0.09917,,,,,,1.0241,,categorical-41200-both_sexes-X713.tsv.bgz,categorical-41200-both_sexes-X713.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X713.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X713.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X713.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X713.tsv.bgz.tbi,541846996.0,1751844.0,700ae7215bfd3adca08dfd1b6d5e9f21,7c492fb6f4749f4edff197279b78907a
3024,categorical,41200,both_sexes,X714,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X71.4 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 9,Health-related outcomes > Hospital inpatient > Summary Operations,1347.0,747.0,600.0,EUR,1.0,,,,,1214.0,,,,,,419317.0,,,,,,0.07618,,,,,,1.043,,categorical-41200-both_sexes-X714.tsv.bgz,categorical-41200-both_sexes-X714.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X714.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X714.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X714.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X714.tsv.bgz.tbi,539166300.0,1751537.0,889e1839a5c94464d417a825ced0f7ae,6dbe1535f7aba1a9c416381132ef4238
3025,categorical,41200,both_sexes,X715,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X71.5 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 10,Health-related outcomes > Hospital inpatient > Summary Operations,2682.0,1482.0,1200.0,EUR,1.0,,,,,2339.0,,,,,,418192.0,,,,,,0.080549,,,,,,1.0115,,categorical-41200-both_sexes-X715.tsv.bgz,categorical-41200-both_sexes-X715.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X715.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X715.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X715.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X715.tsv.bgz.tbi,543727435.0,1751951.0,44ecb3e4e64d990cbff90d9c30cbe6b5,f1097ff998e5481b1a3de308cb400aad
3026,categorical,41200,both_sexes,X721,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X72.1 Delivery of complex chemotherapy for neoplasm including prolonged infusional treatment at first attendance,Health-related outcomes > Hospital inpatient > Summary Operations,666.0,379.0,287.0,EUR,1.0,,,,,574.0,,,,,,419957.0,,,,,,0.44275,,,,,,0.84323,,categorical-41200-both_sexes-X721.tsv.bgz,categorical-41200-both_sexes-X721.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X721.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X721.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X721.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X721.tsv.bgz.tbi,531079100.0,1751238.0,8d56e3a1a3982583a86f871f8626ebae,f9e5e2de9f0a72deaad52c84bbb866f8
3030,categorical,41200,both_sexes,X851,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X85.1 Torsion dystonias and other involuntary movements drugs Band 1,Health-related outcomes > Hospital inpatient > Summary Operations,374.0,229.0,145.0,EUR,1.0,,,,,322.0,,,,,,420209.0,,,,,,0.16895,,,,,,0.97809,,categorical-41200-both_sexes-X851.tsv.bgz,categorical-41200-both_sexes-X851.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X851.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X851.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X851.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X851.tsv.bgz.tbi,524940715.0,1751457.0,d38381c391b7dcec9391f0cdb5efb259,e68832de586861986d3c2381974934f0
3032,categorical,41200,both_sexes,X892,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X89.2 Monoclonal antibodies Band 2,Health-related outcomes > Hospital inpatient > Summary Operations,405.0,272.0,133.0,EUR,1.0,,,,,366.0,,,,,,420165.0,,,,,,0.11018,,,,,,0.98931,,categorical-41200-both_sexes-X892.tsv.bgz,categorical-41200-both_sexes-X892.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X892.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X892.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X892.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X892.tsv.bgz.tbi,526330759.0,1751355.0,f3ed79698aba91141bd9998a061f5c72,a1d489c074583c4061af77f25e1195f9
3033,categorical,41200,both_sexes,X903,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X90.3 Neutropenia drugs Band 1,Health-related outcomes > Hospital inpatient > Summary Operations,365.0,217.0,148.0,EUR,1.0,,,,,321.0,,,,,,420210.0,,,,,,0.13429,,,,,,0.97573,,categorical-41200-both_sexes-X903.tsv.bgz,categorical-41200-both_sexes-X903.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X903.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X903.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X903.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X903.tsv.bgz.tbi,524631091.0,1751401.0,fcce5082e128fa1c82e8ace2a960cc4c,116207d2b6cb53c7d0cb394a6c0b3c45
3034,categorical,41200,both_sexes,X921,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X92.1 Cytokine inhibitor drugs Band 1,Health-related outcomes > Hospital inpatient > Summary Operations,938.0,591.0,347.0,EUR,1.0,,,,,817.0,,,,,,419714.0,,,,,,0.11797,,,,,,1.0308,,categorical-41200-both_sexes-X921.tsv.bgz,categorical-41200-both_sexes-X921.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X921.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X921.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X921.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X921.tsv.bgz.tbi,534679756.0,1751724.0,e1d2068d1b4231d3e42ec8e73f4fbb09,7369e816ffa794a108c2ec4b476f9cf0
3037,categorical,41200,both_sexes,X999,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X99.9 Not known (procedure performed),Health-related outcomes > Hospital inpatient > Summary Operations,1413.0,778.0,635.0,EUR,1.0,,,,,1248.0,,,,,,419283.0,,,,,,0.10915,,,,,,1.0014,,categorical-41200-both_sexes-X999.tsv.bgz,categorical-41200-both_sexes-X999.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X999.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X999.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X999.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X999.tsv.bgz.tbi,539136605.0,1751943.0,a5d1d12d44be12639bde51114e41732d,fa1176048fb7e329ecceeee13df0961d
3041,categorical,41215,both_sexes,1,,Detention categories,"This field is a summary of the distinct detention category codes a participant has had recorded in their hospital inpatient records. The detention category identifies the legislation under which the person was detained.  This field corresponds to the field DETNCAT on the HESIN_PSYCH table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN_PSYCH table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN_PSYCH and HESIN tables by adding ~F41289~ and ~F41259~ to their basket.","Formally detained under Part II, Mental Health Act 1983",Health-related outcomes > Hospital inpatient > Summary Psychiatric,2968.0,2003.0,965.0,EUR,1.0,,,,,2658.0,,,,,,417873.0,,,,,,0.05438,,,,,,1.043,,categorical-41215-both_sexes-1.tsv.bgz,categorical-41215-both_sexes-1.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41215-both_sexes-1.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41215-both_sexes-1.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41215-both_sexes-1.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41215-both_sexes-1.tsv.bgz.tbi,544445013.0,1751808.0,8fcb15474849878f9baa1a75a94b2ead,555c005ce80561a44313daa6588321e6
3061,categorical,41229,both_sexes,59898,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",NOT APPLICABLE,Health-related outcomes > Hospital inpatient > Summary Administration,1030.0,511.0,519.0,EUR,1.0,,,,,932.0,,,,,,419599.0,,,,,,0.084114,,,,,,0.99656,,categorical-41229-both_sexes-59898.tsv.bgz,categorical-41229-both_sexes-59898.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-59898.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-59898.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-59898.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-59898.tsv.bgz.tbi,536477264.0,1751894.0,169519037fc94d2330cff5431cb3acd2,85bfb5542dab1baa84a0c5ceda6cb80d
